destination_id,destination_name,country,continent,type,unesco_site,best_season,avg_cost_usd,avg_rating,annual_visitors_millions,city,region,latitude,longitude,description,budget_level,culture_score,adventure_score,nature_score,beach_score,urban_score,nightlife_score,cuisine_score,wellness_score,seclusion_score,climate_spring_temp,climate_spring_label,climate_summer_temp,climate_summer_label,climate_autumn_temp,climate_autumn_label,climate_winter_temp,climate_winter_label,ideal_duration_days,experience_types,experience_types_str
DEST_0064,Lush Falls,Italy,Europe,Adventure,Yes,Winter,198.17,4.6,6.75,Sardinia,europe,40.0912813,9.0305773,"Crystal-clear waters, rugged coastlines, and charming villages create a serene escape where you can unwind and savor local flavors.",Mid-range,3,4,5,5,3,3,4,4,4,15.633333333333333,Pleasant,25.866666666666664,Warm,18.733333333333334,Pleasant,11.333333333333334,Cool,8,['Adventure'],Adventure
DEST_0065,Serene Plaza,Argentina,South America,City,Yes,Winter,106.62,4.5,3.99,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,['Urban'],Urban
DEST_0066,Crystal Falls,Peru,South America,Historical,No,Summer,105.52,4.3,9.74,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0067,Sacred Falls,Morocco,Africa,Nature,No,Autumn,193.93,4.4,6.5,Chefchaouen,africa,35.1700832,-5.276658297,"Wander through winding blue-washed alleys, breathe in the fresh mountain air, and feel a serene calm envelop you in this charming town.",Budget,4,3,4,1,2,2,4,3,4,17.3,Pleasant,24.900000000000002,Pleasant,20.433333333333334,Pleasant,14.1,Cool,4,['Nature'],Nature
DEST_0068,Crystal Beach,France,Europe,Beach,Yes,Spring,150.65,4.9,5.98,Ajaccio,europe,41.9263991,8.7376029,"Nestled between mountains and sea, this charming coastal town offers sunlit streets, vibrant markets, and a rich tapestry of history and culture.",Mid-range,4,3,4,4,3,3,4,3,4,14.300000000000002,Cool,24.166666666666668,Pleasant,17.733333333333334,Pleasant,10.133333333333333,Cool,5,['Beach'],Beach
DEST_0069,Hidden Plaza,Greece,Europe,Nature,No,Autumn,79.68,4.5,7.36,Nafplio,europe,37.5659229,22.8068782,"Charming cobblestone streets, vibrant bougainvillea, and the gentle sea breeze create a serene atmosphere perfect for leisurely exploration and relaxation.",Mid-range,4,3,4,3,3,3,4,3,4,15.633333333333335,Pleasant,27.23333333333333,Warm,18.599999999999998,Pleasant,8.733333333333333,Cool,3,['Nature'],Nature
DEST_0070,Serene Canyon,Egypt,Africa,Nature,No,Summer,96.46,4.6,9.43,Aswan,africa,24.091071,32.897306,"Tranquil river views and ancient temples offer a serene escape, with warm breezes and the gentle flow of the Nile setting the pace.",Budget,5,3,4,2,2,2,4,3,4,28.0,Warm,35.766666666666666,Hot,28.899999999999995,Warm,17.633333333333333,Pleasant,5,['Nature'],Nature
DEST_0071,Sacred Temple,Italy,Europe,Religious,Yes,Autumn,143.79,4.7,9.68,Verona,europe,45.4424977,10.98573769,"Charming streets with a romantic vibe, historic architecture, and cozy piazzas invite leisurely strolls and delightful discoveries at every turn.",Mid-range,5,2,3,1,4,3,4,3,3,13.666666666666666,Cool,24.766666666666666,Pleasant,14.500000000000002,Cool,4.466666666666667,Cold,4,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0072,Hidden Park,Japan,Asia,Adventure,No,Summer,107.66,4.0,8.59,Takayama,asia,36.1396246,137.2510322,"Charming wooden houses, serene streets, and the gentle flow of the river create a peaceful atmosphere perfect for unwinding and exploration.",Mid-range,5,2,4,1,2,2,4,3,4,10.533333333333333,Cool,22.96666666666667,Pleasant,14.200000000000001,Cool,0.5333333333333333,Cold,4,['Adventure'],Adventure
DEST_0073,Crystal Forest,Peru,South America,Religious,No,Summer,103.7,4.3,5.79,Lima,south_america,-12.0621065,-77.0365256,"A lively blend of colonial charm and vibrant modernity, with bustling markets, ocean views, and the tantalizing aroma of street food.",Mid-range,5,3,3,2,4,4,5,3,2,21.46666666666667,Pleasant,17.433333333333334,Pleasant,17.933333333333334,Pleasant,22.633333333333336,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0074,Crystal Forest,Argentina,South America,Religious,No,Autumn,158.66,4.6,5.92,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0075,Grand Ruins,Germany,Europe,City,No,Autumn,161.55,4.3,9.91,Berlin,europe,52.510885,13.3989367,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging.",Mid-range,5,3,2,1,5,5,4,3,2,10.200000000000001,Cool,19.866666666666664,Pleasant,10.933333333333335,Cool,3.1999999999999997,Cold,5,['Urban'],Urban
DEST_0076,Golden Canyon,Egypt,Africa,Nature,No,Spring,152.91,4.2,8.84,Sharm El Sheikh,africa,27.8644422,34.295447,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,3,4,4,5,3,4,3,4,3,24.133333333333336,Pleasant,32.766666666666666,Hot,26.066666666666666,Warm,15.766666666666666,Pleasant,5,['Nature'],Nature
DEST_0077,Hidden Pagoda,Argentina,South America,City,No,Autumn,193.62,4.8,7.17,Buenos Aires,south_america,-34.6083696,-58.4440583,"Lively streets filled with tango rhythms, vibrant markets, and historic architecture create an irresistible blend of culture and energy.",Mid-range,5,3,2,2,5,5,5,3,2,18.766666666666666,Pleasant,12.533333333333333,Cool,18.3,Pleasant,24.666666666666668,Pleasant,10,['Urban'],Urban
DEST_0078,Mystic Valley,India,Asia,Adventure,No,Winter,81.12,4.2,8.19,Ladakh,asia,34.0242098,77.2036739,"Rugged landscapes with towering mountains and serene monasteries create a tranquil yet awe-inspiring atmosphere, perfect for those seeking adventure and peace.",Budget,4,5,5,1,1,1,3,3,5,6.833333333333333,Cool,17.400000000000002,Pleasant,7.5,Cool,-4.5,Cold,10,['Adventure'],Adventure
DEST_0079,Serene Canyon,Argentina,South America,Nature,Yes,Spring,165.22,4.6,9.18,Salta,south_america,-25.1076701,-64.3494964,"Stunning mountain landscapes, vibrant local markets, and the warmth of traditional folklore create an inviting and colorful atmosphere.",Mid-range,4,4,5,1,3,3,4,3,4,16.400000000000002,Pleasant,11.133333333333333,Cool,18.233333333333334,Pleasant,21.066666666666666,Pleasant,5,['Nature'],Nature
DEST_0080,Serene Pagoda,Mexico,North America,City,Yes,Winter,175.75,5.0,8.08,Guanajuato,north_america,20.9876996,-101.0,"Winding cobblestone streets and colorful facades create a charming, vibrant atmosphere, where history and lively festivals fill the air with excitement.",Mid-range,5,3,3,1,4,3,4,3,2,22.233333333333334,Pleasant,21.166666666666668,Pleasant,18.866666666666664,Pleasant,15.866666666666665,Pleasant,5,['Urban'],Urban
DEST_0081,Serene Plaza,Egypt,Africa,Beach,No,Autumn,216.54,4.8,8.06,Sharm El Sheikh,africa,27.8644422,34.295447,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,3,4,4,5,3,4,3,4,3,24.133333333333336,Pleasant,32.766666666666666,Hot,26.066666666666666,Warm,15.766666666666666,Pleasant,5,['Beach'],Beach
DEST_0082,Golden Valley,Vietnam,Asia,Adventure,Yes,Winter,134.24,4.7,4.07,Sapa,asia,22.3359246,103.8426749,"Rolling green terraces and misty mountain vistas create a serene escape, where vibrant local cultures and tranquil landscapes embrace visitors warmly.",Budget,4,4,5,1,2,2,3,3,4,17.099999999999998,Pleasant,20.266666666666666,Pleasant,16.0,Pleasant,10.133333333333335,Cool,5,['Adventure'],Adventure
DEST_0083,Sacred Pagoda,Thailand,Asia,City,No,Winter,158.25,4.2,0.84,Bangkok,asia,13.7524938,100.4935089,Busy streets filled with vibrant markets and aromatic street food stalls create an exhilarating atmosphere that's both chaotic and captivating.,Budget,5,3,2,2,5,5,5,4,1,30.566666666666666,Hot,29.599999999999998,Warm,28.73333333333333,Warm,28.133333333333336,Warm,10,['Urban'],Urban
DEST_0084,Ancient Pagoda,Italy,Europe,Nature,No,Winter,265.73,3.9,3.22,Sicily,europe,37.587794,14.155048,"Sun-drenched landscapes, aromatic citrus groves, and vibrant markets create a sensory feast, while ancient ruins whisper stories of a rich, layered history.",Mid-range,5,3,4,4,3,3,5,3,3,11.533333333333331,Cool,23.8,Pleasant,15.5,Pleasant,6.966666666666666,Cool,8,['Nature'],Nature
DEST_0085,Lush Park,Germany,Europe,Adventure,No,Spring,129.27,4.5,0.85,Heidelberg,europe,49.4093582,8.694724,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",Mid-range,5,2,4,1,3,3,4,3,4,10.366666666666665,Cool,20.7,Pleasant,12.133333333333333,Cool,4.066666666666666,Cold,4,['Adventure'],Adventure
DEST_0086,Lush Pagoda,Australia,Oceania,Adventure,No,Autumn,126.4,4.8,1.71,Brisbane,oceania,-27.4689682,153.0234991,"Sun-drenched streets and lush riverside parks create a laid-back vibe, with vibrant markets and buzzing eateries adding a lively local flavor.",Mid-range,4,4,4,3,4,4,4,3,2,21.03333333333333,Pleasant,15.733333333333333,Pleasant,20.599999999999998,Pleasant,24.733333333333334,Pleasant,5,['Adventure'],Adventure
DEST_0087,Sacred Pagoda,Brazil,South America,City,No,Spring,228.02,4.5,2.55,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,['Urban'],Urban
DEST_0088,Crystal Temple,Morocco,Africa,City,No,Spring,113.48,4.6,0.99,Marrakesh,africa,31.6258257,-7.9891608,"A sensory feast of vibrant colors, aromatic spices, bustling souks, and serene gardens, creating an enchanting and immersive experience for every visitor.",Budget,5,3,3,1,4,4,5,4,2,19.86666666666667,Pleasant,28.266666666666666,Warm,22.233333333333334,Pleasant,14.033333333333333,Cool,5,['Urban'],Urban
DEST_0089,Ancient Ruins,Brazil,South America,Historical,No,Spring,269.45,5.0,6.56,Sao Paulo,south_america,-23.5506507,-46.6333824,"Energetic streets buzz with life, offering a tapestry of art, diverse cuisine, and vibrant nightlife that captivates every sense.",Mid-range,5,3,2,2,5,5,5,3,1,20.633333333333336,Pleasant,17.566666666666666,Pleasant,20.400000000000002,Pleasant,22.600000000000005,Pleasant,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0090,Serene Valley,Germany,Europe,City,No,Autumn,48.74,4.6,8.05,Berlin,europe,52.510885,13.3989367,"Eclectic streets filled with history, art, and a dynamic cultural scene create an atmosphere that's both invigorating and deeply engaging.",Mid-range,5,3,2,1,5,5,4,3,2,10.200000000000001,Cool,19.866666666666664,Pleasant,10.933333333333335,Cool,3.1999999999999997,Cold,5,['Urban'],Urban
DEST_0091,Grand Beach,Thailand,Asia,Adventure,No,Spring,127.78,4.0,1.25,Chiang Mai,asia,18.7882778,98.9858802,"Lush mountain landscapes and vibrant night markets create a serene yet lively atmosphere, inviting exploration and relaxation at every turn.",Budget,5,4,4,1,3,3,5,4,4,29.5,Warm,28.133333333333336,Warm,26.8,Warm,23.599999999999998,Pleasant,5,['Adventure'],Adventure
DEST_0092,Golden Park,Canada,North America,Adventure,No,Autumn,175.25,4.8,4.39,Calgary,north_america,51.0456064,-114.057541,"A dynamic blend of urban sophistication and stunning natural landscapes, where vibrant arts scenes meet the majestic Rockies under vast blue skies.",Mid-range,4,4,5,1,4,3,3,3,3,4.633333333333334,Cold,17.0,Pleasant,5.566666666666667,Cool,-6.133333333333333,Cold,5,['Adventure'],Adventure
DEST_0093,Crystal Plaza,China,Asia,Adventure,No,Summer,133.29,4.4,2.88,Lhasa,asia,29.6542054,91.1173015,High-altitude streets filled with the scent of incense and the sound of prayer wheels create a serene yet vibrant atmosphere.,Luxury,5,4,4,1,2,1,3,4,5,10.133333333333333,Cool,17.3,Pleasant,10.799999999999999,Cool,1.7,Cold,10,['Adventure'],Adventure
DEST_0094,Crystal Plaza,Thailand,Asia,Nature,No,Winter,238.27,4.6,6.77,Chiang Mai,asia,18.7882778,98.9858802,"Lush mountain landscapes and vibrant night markets create a serene yet lively atmosphere, inviting exploration and relaxation at every turn.",Budget,5,4,4,1,3,3,5,4,4,29.5,Warm,28.133333333333336,Warm,26.8,Warm,23.599999999999998,Pleasant,5,['Nature'],Nature
DEST_0095,Grand Ruins,Vietnam,Asia,Beach,No,Autumn,168.86,5.0,6.31,Hoi An,asia,15.8795863,108.3319406,"Charming lantern-lit streets, bustling markets, and the scent of fresh herbs create an inviting atmosphere that feels both timeless and vibrant.",Budget,5,3,3,3,2,2,5,3,4,27.366666666666664,Warm,30.166666666666668,Hot,27.066666666666666,Warm,22.73333333333333,Pleasant,4,['Beach'],Beach
DEST_0096,Golden Valley,India,Asia,City,No,Summer,74.03,4.4,3.88,Kolkata,asia,22.5726459,88.3638953,"Bustling streets filled with the aroma of spices, vibrant markets, and colonial architecture create an inviting atmosphere full of life and history.",Budget,5,2,3,1,4,3,5,3,2,29.633333333333336,Warm,29.866666666666664,Warm,27.399999999999995,Warm,21.099999999999998,Pleasant,5,['Urban'],Urban
DEST_0097,Mystic Beach,Morocco,Africa,Adventure,No,Winter,138.13,5.0,1.43,Fès,africa,34.0346534,-5.0161926,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",Budget,5,2,2,1,3,2,4,3,3,16.5,Pleasant,26.399999999999995,Warm,19.599999999999998,Pleasant,11.366666666666667,Cool,6,['Adventure'],Adventure
DEST_0098,Hidden Falls,Brazil,South America,Adventure,Yes,Spring,30.0,4.2,2.15,Rio de Janeiro,south_america,-22.9110137,-43.2093727,"Vibrant streets pulse with samba rhythms, stunning beaches meet lush mountains, and every corner offers a burst of color and life.",Mid-range,4,4,5,5,4,5,4,3,2,24.700000000000003,Pleasant,21.5,Pleasant,23.96666666666667,Pleasant,26.766666666666666,Warm,6,['Adventure'],Adventure
DEST_0099,Ancient Pagoda,China,Asia,Historical,Yes,Autumn,50.25,4.1,6.35,Shanghai,asia,31.2312707,121.4700152,"Vibrant streets pulse with energy, blending futuristic skyscrapers with ancient temples, while enticing aromas from street food stalls fill the air.",Mid-range,5,3,2,1,5,5,5,3,2,17.266666666666666,Pleasant,28.400000000000002,Warm,20.333333333333332,Pleasant,7.433333333333333,Cool,6,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0100,Hidden Temple,France,Europe,Religious,No,Summer,128.0,4.5,4.06,Strasbourg,europe,48.584614,7.7507127,"Charming cobblestone streets lined with half-timbered houses, the aroma of freshly baked pastries, and the gentle flow of the canals create a fairy-tale ambiance.",Mid-range,5,2,3,1,4,3,4,3,3,11.5,Cool,20.900000000000002,Pleasant,11.833333333333334,Cool,4.166666666666667,Cold,5,"['History', 'Cultural', 'Architecture']","History, Cultural, Architecture"
DEST_0101,Serene Temple,Morocco,Africa,Beach,No,Summer,152.93,5.0,8.64,Essaouira,africa,31.5118281,-9.7620903,"Charming coastal breezes mix with the vibrant hum of bustling souks and the scent of fresh seafood, creating a laid-back, inviting atmosphere.",Budget,4,3,4,4,3,3,4,3,4,18.6,Pleasant,23.8,Pleasant,21.333333333333332,Pleasant,15.966666666666669,Pleasant,4,['Beach'],Beach
DEST_0102,Lush Valley,France,Europe,Nature,Yes,Winter,100.92,4.6,1.17,Annecy,europe,45.8992348,6.1288847,"Charming canals and cobblestone streets weave through a picturesque town, surrounded by stunning alpine views and the serene waters of a crystal-clear lake.",Mid-range,4,4,5,3,3,3,4,3,4,11.1,Cool,21.0,Pleasant,11.966666666666667,Cool,3.6333333333333333,Cold,4,['Nature'],Nature
DEST_0103,Hidden Ruins,South Africa,Africa,City,No,Autumn,139.88,4.5,6.06,Pretoria,africa,-25.7459277,28.1879101,"Wide tree-lined avenues and vibrant jacaranda blooms create a serene backdrop for exploring cultural landmarks and lively markets in a warm, welcoming atmosphere.",Mid-range,4,3,4,1,4,3,4,3,2,18.8,Pleasant,13.733333333333334,Cool,21.5,Pleasant,22.733333333333334,Pleasant,4,['Urban'],Urban
DEST_0104,Mystic Canyon,Egypt,Africa,Nature,No,Summer,155.68,4.7,4.19,Sharm El Sheikh,africa,27.8644422,34.295447,Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.,Mid-range,3,4,4,5,3,4,3,4,3,24.133333333333336,Pleasant,32.766666666666666,Hot,26.066666666666666,Warm,15.766666666666666,Pleasant,5,['Nature'],Nature
DEST_0105,Grand Plaza,Greece,Europe,Nature,No,Summer,119.24,5.0,5.68,Nafplio,europe,37.5659229,22.8068782,"Charming cobblestone streets, vibrant bougainvillea, and the gentle sea breeze create a serene atmosphere perfect for leisurely exploration and relaxation.",Mid-range,4,3,4,3,3,3,4,3,4,15.633333333333335,Pleasant,27.23333333333333,Warm,18.599999999999998,Pleasant,8.733333333333333,Cool,3,['Nature'],Nature
DEST_0106,Crystal Park,Canada,North America,Beach,Yes,Winter,142.41,4.7,9.63,Vancouver Island,north_america,49.5929495,-125.702557,"Lush rainforests, rugged coastlines, and charming towns create an inviting atmosphere, perfect for outdoor adventures and tranquil moments by the sea.",Mid-range,3,4,5,4,2,2,3,4,4,9.166666666666666,Cool,16.5,Pleasant,10.0,Cool,3.8333333333333335,Cold,8,['Beach'],Beach
DEST_0107,Grand Falls,Greece,Europe,Nature,No,Summer,125.68,4.6,3.53,Nafplio,europe,37.5659229,22.8068782,"Charming cobblestone streets, vibrant bougainvillea, and the gentle sea breeze create a serene atmosphere perfect for leisurely exploration and relaxation.",Mid-range,4,3,4,3,3,3,4,3,4,15.633333333333335,Pleasant,27.23333333333333,Warm,18.599999999999998,Pleasant,8.733333333333333,Cool,3,['Nature'],Nature
